,01_95stain1-120716_S1_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000227540.1,96
ENSG00000227598.1,18
ENSG00000227615.1,178
ENSG00000227706.3,564
ENSG00000227799.1,11
ENSG00000227932.1,10
ENSG00000227973.1,1
ENSG00000228043.5,32
ENSG00000228055.2,7
ENSG00000228100.1,154
ENSG00000228106.5,14
ENSG00000228109.1,26
ENSG00000228192.7,11
ENSG00000228205.1,2
ENSG00000228224.3,4
ENSG00000228253.1,31
ENSG00000228265.5,11
ENSG00000228288.6,9
ENSG00000228300.13,96
ENSG00000228305.2,3
ENSG00000228335.1,1
ENSG00000228360.1,2
ENSG00000228412.6,1
ENSG00000228427.1,5
ENSG00000228439.4,27
ENSG00000228451.3,7
ENSG00000228452.1,1
ENSG00000228462.1,30
ENSG00000228463.8,5
ENSG00000228474.5,138
ENSG00000228499.1,1
ENSG00000228519.3,12
ENSG00000228589.3,12
ENSG00000228594.3,15
ENSG00000228716.6,144
ENSG00000228742.9,35
ENSG00000228794.8,12
ENSG00000228801.5,1
ENSG00000228887.3,5
ENSG00000228929.1,95
ENSG00000228956.8,1
ENSG00000228960.5,2
ENSG00000229017.6,2
ENSG00000229043.2,2
ENSG00000229056.2,92
ENSG00000229097.1,22
ENSG00000229117.8,225
ENSG00000229119.3,49
ENSG00000229124.6,64
ENSG00000229140.8,49
ENSG00000229197.1,1
ENSG00000229205.2,22
ENSG00000229336.1,1
ENSG00000229344.1,8
ENSG00000229473.2,8
ENSG00000229604.2,3
ENSG00000229605.5,1
ENSG00000229619.3,26
ENSG00000229638.1,31
ENSG00000229659.1,44
ENSG00000229806.1,1
ENSG00000229807.9,2
ENSG00000229808.1,38
ENSG00000229809.8,21
ENSG00000229833.9,32
ENSG00000229967.1,28
ENSG00000229988.1,19
ENSG00000230076.1,6
ENSG00000230102.7,21
ENSG00000230124.6,71
ENSG00000230148.8,1
ENSG00000230204.1,1
ENSG00000230257.1,1300
ENSG00000230258.6,2
ENSG00000230337.1,1
ENSG00000230387.2,12
ENSG00000230409.3,8
ENSG00000230432.1,6
ENSG00000230487.7,21
ENSG00000230513.1,2
ENSG00000230562.3,1
ENSG00000230613.1,1
ENSG00000230626.3,1
ENSG00000230629.2,143
ENSG00000230707.1,5
ENSG00000230734.1,15
ENSG00000230773.6,8
ENSG00000230793.1,1
ENSG00000230844.2,13
ENSG00000230897.1,1
ENSG00000230911.1,1
ENSG00000230979.3,18
ENSG00000230987.2,1
ENSG00000230989.6,607
ENSG00000230991.1,2
ENSG00000231006.1,1
ENSG00000231007.5,3
ENSG00000231043.3,2
ENSG00000231113.2,15
ENSG00000231205.11,28
ENSG00000231312.6,19
ENSG00000231333.2,1
ENSG00000231365.5,15
ENSG00000231409.3,1
ENSG00000231416.1,2
ENSG00000231431.7,11
ENSG00000231437.3,3
ENSG00000231439.4,2
ENSG00000231500.6,8309
ENSG00000231607.8,48
ENSG00000231609.5,6
ENSG00000231663.1,20
ENSG00000231721.6,20
ENSG00000231747.1,1
ENSG00000231767.3,51
ENSG00000231770.5,18
ENSG00000231789.2,148
ENSG00000231799.2,3
ENSG00000231848.1,1
ENSG00000231878.1,1
ENSG00000231884.1,1
ENSG00000231890.7,4
ENSG00000231908.1,59
ENSG00000231916.1,8
ENSG00000231925.11,1
ENSG00000231940.1,20
ENSG00000231999.6,8
ENSG00000232000.2,3
ENSG00000232006.8,23
ENSG00000232035.1,1
ENSG00000232063.1,20
ENSG00000232112.3,86
ENSG00000232119.7,277
ENSG00000232124.1,3
ENSG00000232134.1,1
ENSG00000232187.1,1
ENSG00000232333.1,1
ENSG00000232346.1,8
ENSG00000232362.1,2
ENSG00000232385.2,1
ENSG00000232388.4,297
ENSG00000232442.1,44
ENSG00000232453.5,15
ENSG00000232454.2,1
ENSG00000232472.1,23
ENSG00000232533.1,10
ENSG00000232573.1,139
ENSG00000232671.5,62
ENSG00000232783.5,14
ENSG00000232859.9,6
ENSG00000232888.4,3
ENSG00000232936.5,14
ENSG00000232956.8,33
ENSG00000232995.7,4
ENSG00000233016.6,32
ENSG00000233175.2,15
ENSG00000233184.6,53
ENSG00000233230.1,36
ENSG00000233236.1,41
ENSG00000233270.1,5
ENSG00000233328.3,50
ENSG00000233338.1,28
ENSG00000233369.7,2
ENSG00000233382.6,23
ENSG00000233426.3,2
ENSG00000233432.2,1
ENSG00000233452.6,30
ENSG00000233514.1,1
ENSG00000233558.1,2
ENSG00000233593.6,87
ENSG00000233621.1,15
ENSG00000233622.1,18
ENSG00000233762.3,93
ENSG00000233822.4,26
ENSG00000233834.6,22
ENSG00000233837.1,1
ENSG00000233864.7,1
ENSG00000233912.1,4
ENSG00000233913.7,50
ENSG00000233927.4,922
ENSG00000233937.6,2
ENSG00000233954.6,48
ENSG00000233968.6,1
ENSG00000234009.1,4
ENSG00000234036.4,1
ENSG00000234093.3,2
ENSG00000234147.1,22
ENSG00000234171.2,57
ENSG00000234176.1,1
ENSG00000234261.3,10
ENSG00000234268.1,1
ENSG00000234287.1,7
ENSG00000234327.7,43
ENSG00000234350.4,1
ENSG00000234369.1,3
ENSG00000234390.4,6
ENSG00000234444.9,15
ENSG00000234545.7,24
ENSG00000234608.7,33
ENSG00000234683.1,3
ENSG00000234722.3,590
ENSG00000234741.7,527
ENSG00000234742.1,9
ENSG00000234753.5,16
ENSG00000234782.3,1
ENSG00000234784.2,1
ENSG00000234785.1,1
ENSG00000234797.5,19
ENSG00000234839.1,2
ENSG00000234925.2,1
ENSG00000234927.1,11
ENSG00000234936.1,28
ENSG00000234975.6,1
ENSG00000235034.6,49
ENSG00000235043.3,2
ENSG00000235064.1,1
ENSG00000235079.1,1
ENSG00000235084.3,1
ENSG00000235106.8,15
ENSG00000235109.7,4
ENSG00000235119.1,1
ENSG00000235169.7,27
ENSG00000235174.1,6
ENSG00000235175.1,1
ENSG00000235272.1,1
ENSG00000235297.3,5
ENSG00000235335.2,44
ENSG00000235363.1,178
ENSG00000235374.2,1
ENSG00000235437.7,14
ENSG00000235449.2,1
ENSG00000235453.7,7
ENSG00000235459.5,12
ENSG00000235508.3,3
ENSG00000235513.1,10
ENSG00000235527.6,48
ENSG00000235552.4,33
ENSG00000235655.3,20
ENSG00000235746.1,1
ENSG00000235823.1,91
ENSG00000235828.5,8
ENSG00000235912.1,2
ENSG00000235916.1,8
ENSG00000235954.6,65
ENSG00000235957.1,1
ENSG00000235978.6,12
ENSG00000236003.1,16
ENSG00000236058.3,1
ENSG00000236060.2,1
ENSG00000236081.1,19
ENSG00000236200.5,4
ENSG00000236287.7,11
ENSG00000236330.1,1
ENSG00000236362.7,46
ENSG00000236377.1,20
ENSG00000236439.4,4
ENSG00000236534.1,1
ENSG00000236552.2,70
ENSG00000236682.1,83
ENSG00000236735.3,2
ENSG00000236764.4,1
ENSG00000236773.1,2
ENSG00000236801.1,1
ENSG00000236830.6,3
ENSG00000236844.1,7
ENSG00000236859.6,48
ENSG00000236862.1,1
ENSG00000236901.4,1
ENSG00000237077.1,6
ENSG00000237118.2,3
ENSG00000237181.1,75
ENSG00000237190.3,40
ENSG00000237289.9,10
ENSG00000237310.1,1
ENSG00000237311.1,22
ENSG00000237415.2,1
ENSG00000237424.1,27
ENSG00000237438.6,13
ENSG00000237452.2,9
ENSG00000237499.6,6
ENSG00000237550.5,5
ENSG00000237558.1,1
ENSG00000237604.1,1
ENSG00000237643.1,1711
ENSG00000237671.3,4
ENSG00000237676.1,1
ENSG00000237686.6,4016
ENSG00000237701.1,1
ENSG00000237742.6,27
ENSG00000237765.6,84
ENSG00000237854.3,2
ENSG00000237883.1,8
ENSG00000237896.6,39
ENSG00000237943.6,20
ENSG00000237945.7,136
ENSG00000237973.1,5
ENSG00000238009.6,4
ENSG00000238033.1,7
ENSG00000238082.1,1
ENSG00000238103.4,3
ENSG00000238150.1,1
ENSG00000238227.7,17
ENSG00000238269.8,1
ENSG00000239223.3,1
ENSG00000239306.4,11
ENSG00000239382.10,3
ENSG00000239467.5,97
ENSG00000239470.3,3
ENSG00000239473.1,1
ENSG00000239523.5,13
ENSG00000239524.2,21
ENSG00000239559.2,399
ENSG00000239589.5,36
ENSG00000239672.7,319
ENSG00000239713.7,22
ENSG00000239719.1,1
ENSG00000239789.5,1
ENSG00000239857.6,60
ENSG00000239900.11,64
ENSG00000240024.5,224
ENSG00000240036.4,1
ENSG00000240065.7,14
ENSG00000240087.3,1
ENSG00000240108.1,1
ENSG00000240230.5,60
ENSG00000240303.7,62
ENSG00000240342.3,14
ENSG00000240344.8,58
ENSG00000240371.1,1
ENSG00000240376.1,2
ENSG00000240401.8,22
ENSG00000240429.1,11
ENSG00000240463.1,53
ENSG00000240489.1,2
ENSG00000240497.2,15
ENSG00000240509.1,1
ENSG00000240618.1,1
ENSG00000240652.1,25
ENSG00000240682.9,28
ENSG00000240849.10,21
ENSG00000240857.1,10
ENSG00000240914.1,1
ENSG00000240950.1,3
ENSG00000240975.1,1
ENSG00000241058.3,21
ENSG00000241061.3,1
ENSG00000241127.7,3
ENSG00000241163.7,11
ENSG00000241255.1,1
ENSG00000241258.6,23
ENSG00000241343.9,2
ENSG00000241409.1,3
ENSG00000241431.1,2
ENSG00000241468.7,426
ENSG00000241476.7,3
ENSG00000241494.1,5
ENSG00000241553.12,49
ENSG00000241685.8,346
ENSG00000241764.3,34
ENSG00000241837.6,748
ENSG00000241852.9,11
ENSG00000241878.9,10
ENSG00000241942.2,1
ENSG00000241956.9,1
ENSG00000241973.10,50
ENSG00000242028.5,386
ENSG00000242060.1,2
ENSG00000242071.3,34
ENSG00000242114.5,5
ENSG00000242125.3,33
ENSG00000242180.3,12
ENSG00000242247.10,59
ENSG00000242259.8,163
ENSG00000242282.6,2
ENSG00000242299.1,269
ENSG00000242327.1,1
ENSG00000242372.6,133
ENSG00000242439.1,15
ENSG00000242485.5,218
ENSG00000242516.1,17
ENSG00000242628.5,7
ENSG00000242667.1,1
ENSG00000242697.2,1
ENSG00000242882.1,2
ENSG00000242951.1,2
ENSG00000242960.1,1
ENSG00000242970.2,3
ENSG00000243023.2,1
ENSG00000243147.7,460
ENSG00000243181.2,1
ENSG00000243199.1,8
ENSG00000243317.7,540
ENSG00000243364.7,19
ENSG00000243403.1,1
ENSG00000243449.6,114
ENSG00000243498.2,1
ENSG00000243554.1,11
ENSG00000243646.8,18
ENSG00000243680.1,1
ENSG00000243716.10,8
ENSG00000243725.6,2
ENSG00000243742.5,13
ENSG00000243759.1,2
ENSG00000243789.10,23
ENSG00000243811.7,24
ENSG00000243829.1,8
ENSG00000243927.5,81
ENSG00000243964.1,3
ENSG00000244021.4,1
ENSG00000244038.9,187
ENSG00000244041.7,2
ENSG00000244187.7,158
ENSG00000244245.1,84
ENSG00000244274.7,89
ENSG00000244313.3,43
ENSG00000244363.3,1
ENSG00000244398.1,86
ENSG00000244479.6,14
ENSG00000244509.3,41
ENSG00000244585.1,4
ENSG00000244716.3,1
ENSG00000244733.5,7
ENSG00000244754.8,15
ENSG00000244879.4,71
ENSG00000245060.6,19
ENSG00000245281.6,11
ENSG00000245532.5,49
ENSG00000245556.2,1
ENSG00000245694.8,117
ENSG00000245910.8,199
ENSG00000245937.7,84
ENSG00000245958.6,35
ENSG00000246067.7,66
ENSG00000246089.3,20
ENSG00000246225.6,3
ENSG00000246263.2,1
ENSG00000246273.6,10
ENSG00000246523.7,9
ENSG00000246560.2,1
ENSG00000246851.1,2
ENSG00000246889.2,6
ENSG00000246898.1,3
ENSG00000246985.7,11
ENSG00000247092.6,1
ENSG00000247240.7,12
ENSG00000247271.6,58
ENSG00000247373.3,2
ENSG00000247516.4,39
ENSG00000247556.6,189
ENSG00000247572.7,4
ENSG00000247595.2,11
ENSG00000247596.8,63
ENSG00000247774.6,37
ENSG00000247828.7,103
ENSG00000247934.4,3
ENSG00000248049.6,5
ENSG00000248092.7,57
ENSG00000248161.5,76
ENSG00000248215.5,7
ENSG00000248268.1,17
ENSG00000248275.1,15
ENSG00000248333.7,19
ENSG00000248452.2,1
ENSG00000248487.8,92
ENSG00000248489.1,1
ENSG00000248498.3,41
ENSG00000248508.6,30
ENSG00000248527.1,184
ENSG00000248596.6,15
ENSG00000248685.5,13
ENSG00000248712.7,8
ENSG00000248810.1,39
ENSG00000249069.7,22
ENSG00000249115.8,3
ENSG00000249188.1,1
ENSG00000249196.6,39
ENSG00000249222.1,3
ENSG00000249307.5,259
ENSG00000249328.2,19
ENSG00000249348.1,31
ENSG00000249353.2,1
ENSG00000249395.2,5
ENSG00000249550.6,37
ENSG00000249639.1,54
ENSG00000249859.7,215
ENSG00000249894.1,2
ENSG00000249915.7,342
ENSG00000249936.3,10
ENSG00000249948.6,44
ENSG00000249992.1,136
ENSG00000250067.11,5
ENSG00000250073.2,33
ENSG00000250159.6,7
ENSG00000250182.3,1
ENSG00000250222.1,3
ENSG00000250244.5,3
ENSG00000250284.1,13
ENSG00000250303.3,26
ENSG00000250317.8,28
ENSG00000250321.1,43
ENSG00000250361.6,1
ENSG00000250400.3,24
ENSG00000250442.1,1
ENSG00000250471.2,14
ENSG00000250479.8,53
ENSG00000250501.2,6
ENSG00000250504.2,1
ENSG00000250571.6,13
ENSG00000250722.5,174
ENSG00000250762.1,1
ENSG00000250829.2,3
ENSG00000250874.1,11
ENSG00000250896.1,1
ENSG00000250903.8,1
ENSG00000250966.2,1
ENSG00000250999.1,23
ENSG00000251013.1,9
ENSG00000251022.6,110
ENSG00000251026.1,2
ENSG00000251136.8,57
ENSG00000251138.6,26
ENSG00000251165.5,27
ENSG00000251230.5,38
ENSG00000251258.1,103
ENSG00000251363.2,12
ENSG00000251396.6,22
ENSG00000251459.1,1
ENSG00000251474.6,4
ENSG00000251562.7,12964
ENSG00000251580.1,7
ENSG00000251586.1,12
ENSG00000251629.6,24
ENSG00000251792.1,1
ENSG00000251819.1,2
ENSG00000253182.1,10
ENSG00000253250.2,17
ENSG00000253276.2,27
ENSG00000253488.1,5
ENSG00000253506.2,1
ENSG00000253595.5,14
ENSG00000253626.3,47
ENSG00000253683.1,1
ENSG00000253706.5,24
ENSG00000253710.2,2
ENSG00000253716.5,23
ENSG00000253719.3,6
ENSG00000253729.7,145
ENSG00000253738.1,107
ENSG00000253775.1,26
ENSG00000253877.5,10
ENSG00000253893.2,7
ENSG00000253948.1,1
ENSG00000254087.7,15
ENSG00000254206.5,1
ENSG00000254420.1,1
ENSG00000254453.1,10
ENSG00000254473.1,25
ENSG00000254505.8,1
ENSG00000254521.6,11
ENSG00000254542.1,2
ENSG00000254560.5,17
ENSG00000254584.1,8
ENSG00000254682.1,48
ENSG00000254685.6,16
ENSG00000254708.1,1
ENSG00000254759.1,1
ENSG00000254858.9,52
ENSG00000254859.1,4
ENSG00000254901.7,11
ENSG00000254911.3,4
ENSG00000254921.1,51
ENSG00000254986.7,53
ENSG00000254999.3,481
ENSG00000255007.1,30
ENSG00000255112.2,7
ENSG00000255135.3,68
ENSG00000255198.4,5
ENSG00000255302.3,388
ENSG00000255318.1,135
ENSG00000255397.1,1
ENSG00000255425.4,22
ENSG00000255491.1,8
ENSG00000255517.6,9
ENSG00000255519.1,1
ENSG00000255529.7,8
ENSG00000255679.1,8
ENSG00000255717.6,2
ENSG00000255725.2,1
ENSG00000255836.1,38
ENSG00000255857.5,10
ENSG00000255874.2,14
ENSG00000256043.2,1
ENSG00000256053.7,26
ENSG00000256060.2,7
ENSG00000256073.3,28
ENSG00000256116.1,4
ENSG00000256223.5,15
ENSG00000256235.1,36
ENSG00000256269.6,36
ENSG00000256294.7,37
ENSG00000256385.1,1
ENSG00000256393.1,2
ENSG00000256525.6,19
ENSG00000256546.1,4
ENSG00000256566.1,1
ENSG00000256603.1,2
ENSG00000256771.2,5
ENSG00000256980.4,2
ENSG00000257103.8,56
ENSG00000257167.2,13
ENSG00000257199.2,1
ENSG00000257218.5,6
ENSG00000257261.5,22
ENSG00000257267.2,23
ENSG00000257303.1,41
ENSG00000257337.6,15
ENSG00000257365.7,7
ENSG00000257433.5,9
ENSG00000257511.1,3
ENSG00000257512.1,27
ENSG00000257595.2,9
ENSG00000257698.1,321
ENSG00000257702.3,22
ENSG00000257704.3,39
ENSG00000257727.5,18
ENSG00000257815.5,34
ENSG00000257893.2,19
ENSG00000257906.1,17
ENSG00000257923.9,2
ENSG00000257949.6,17
ENSG00000258053.1,23
ENSG00000258082.1,5
ENSG00000258099.1,2
ENSG00000258101.2,16
ENSG00000258102.3,3
ENSG00000258125.1,1
ENSG00000258128.2,22
ENSG00000258153.1,1
ENSG00000258199.1,73
ENSG00000258289.7,193
ENSG00000258297.1,5
ENSG00000258366.7,1
ENSG00000258373.1,1
ENSG00000258458.5,88
ENSG00000258466.5,3
ENSG00000258500.2,2
ENSG00000258512.1,102
ENSG00000258537.5,1
ENSG00000258608.1,2
ENSG00000258645.2,4
ENSG00000258667.1,1
ENSG00000258675.1,1
ENSG00000258708.1,17
ENSG00000258884.1,1
ENSG00000258890.6,18
ENSG00000259001.3,1
ENSG00000259030.6,1
ENSG00000259198.1,1
ENSG00000259230.1,8
ENSG00000259264.5,3
ENSG00000259275.2,29
ENSG00000259291.2,10
ENSG00000259377.1,1
ENSG00000259448.2,8
ENSG00000259494.1,87
ENSG00000259511.1,39
ENSG00000259518.1,4
ENSG00000259536.5,11
ENSG00000259623.1,10
ENSG00000259717.1,3
ENSG00000259781.1,1
ENSG00000259820.1,1
ENSG00000259865.1,18
ENSG00000259917.1,25
ENSG00000259918.1,1
ENSG00000259943.1,20
ENSG00000259956.1,6
ENSG00000260000.2,35
ENSG00000260027.4,125
ENSG00000260032.1,73
ENSG00000260077.1,16
ENSG00000260088.1,69
ENSG00000260109.1,1
ENSG00000260136.5,7
ENSG00000260231.1,22
ENSG00000260259.1,4
ENSG00000260281.5,19
ENSG00000260448.5,33
ENSG00000260625.2,14
ENSG00000260708.1,22
ENSG00000260725.1,22
ENSG00000260916.5,40
ENSG00000260923.5,2
ENSG00000260971.3,101
ENSG00000261008.6,4
ENSG00000261055.1,1
ENSG00000261061.1,22
ENSG00000261098.1,1
ENSG00000261218.5,22
ENSG00000261236.5,10
ENSG00000261342.1,17
ENSG00000261351.2,12
ENSG00000261373.1,5
ENSG00000261377.5,17
ENSG00000261448.1,51
ENSG00000261455.1,3
ENSG00000261490.1,6
ENSG00000261652.2,115
ENSG00000261761.3,143
ENSG00000261777.5,8
ENSG00000261824.6,37
ENSG00000262001.1,68
ENSG00000262202.4,2
ENSG00000262227.1,2
ENSG00000262251.1,1
ENSG00000262468.5,1
ENSG00000262587.2,15
ENSG00000262814.6,24
ENSG00000262879.5,1
ENSG00000262919.7,1
ENSG00000263001.5,16
ENSG00000263004.1,19
ENSG00000263006.6,12
ENSG00000263072.5,15
ENSG00000263142.5,1
ENSG00000263244.2,1
ENSG00000263266.2,68
ENSG00000263343.1,3
ENSG00000263465.3,101
ENSG00000263470.1,32
ENSG00000263513.5,1
ENSG00000263528.7,1
ENSG00000263551.5,2
ENSG00000263563.5,92
ENSG00000263576.1,1
ENSG00000263627.1,4
ENSG00000263711.5,12
ENSG00000263753.6,40
ENSG00000263766.5,3
ENSG00000263956.5,1
ENSG00000264107.1,14
ENSG00000264334.1,38
ENSG00000264350.1,17
ENSG00000264352.2,1
ENSG00000264364.2,11
ENSG00000264538.6,74
ENSG00000264575.1,84
ENSG00000264644.1,12
ENSG00000264920.1,39
ENSG00000264956.1,35
ENSG00000265241.6,342
ENSG00000265354.3,148
ENSG00000265491.4,16
ENSG00000265626.1,1
ENSG00000265666.1,24
ENSG00000265808.3,29
ENSG00000265843.2,27
ENSG00000265933.5,20
ENSG00000265972.5,298
ENSG00000266053.2,7
ENSG00000266094.6,86
ENSG00000266338.6,2
ENSG00000266369.1,1
ENSG00000266378.1,1
ENSG00000266401.1,17
ENSG00000266412.5,54
ENSG00000266472.5,385
ENSG00000266473.1,13
ENSG00000266602.1,46
ENSG00000266944.1,4
ENSG00000266958.1,2
ENSG00000266976.1,168
ENSG00000267023.5,4
ENSG00000267045.1,1
ENSG00000267080.5,1
ENSG00000267119.1,1
ENSG00000267277.1,4
ENSG00000267321.1,55
ENSG00000267390.1,14
ENSG00000267453.6,21
ENSG00000267575.6,28
ENSG00000267592.1,18
ENSG00000267649.1,1
ENSG00000267666.2,1
ENSG00000267741.1,1
ENSG00000267751.5,5
ENSG00000267764.1,7
ENSG00000267809.1,4
ENSG00000267855.5,1
ENSG00000267939.1,81
ENSG00000267978.5,2
ENSG00000268204.1,2
ENSG00000268447.5,1
ENSG00000268516.2,47
ENSG00000268533.1,11
ENSG00000269028.3,1
ENSG00000269113.3,1
ENSG00000269176.2,13
ENSG00000269190.5,9
ENSG00000269293.2,35
ENSG00000269343.6,7
ENSG00000269586.7,9
ENSG00000269609.5,98
ENSG00000269791.5,1
ENSG00000269858.5,4
ENSG00000269893.6,46
ENSG00000269971.1,23
ENSG00000270049.1,56
ENSG00000270071.1,1
ENSG00000270091.1,38
ENSG00000270170.1,84
ENSG00000270264.1,1
ENSG00000270372.1,6
ENSG00000270533.2,1
ENSG00000270659.1,1
ENSG00000270673.1,48
ENSG00000270714.1,1
ENSG00000270806.1,17
ENSG00000270820.5,1
ENSG00000270966.1,1
ENSG00000271072.1,1
ENSG00000271147.7,12
ENSG00000271270.5,5
ENSG00000271383.6,2
ENSG00000271550.1,2
ENSG00000271576.1,10
ENSG00000271590.1,7
ENSG00000271605.5,11
ENSG00000271646.1,1
ENSG00000271737.1,1
ENSG00000271745.1,20
ENSG00000271780.1,10
ENSG00000271869.1,34
ENSG00000271918.1,6
ENSG00000271923.1,1
ENSG00000272009.1,22
ENSG00000272047.1,87
ENSG00000272079.2,48
ENSG00000272092.1,34
ENSG00000272106.1,13
ENSG00000272145.1,1
ENSG00000272173.1,4
ENSG00000272175.1,28
ENSG00000272196.2,2
ENSG00000272256.1,4
ENSG00000272325.1,50
ENSG00000272330.1,9
ENSG00000272369.1,29
ENSG00000272391.5,81
ENSG00000272398.5,279
ENSG00000272405.1,2
ENSG00000272430.1,3
ENSG00000272447.1,4
ENSG00000272476.1,10
ENSG00000272523.1,29
ENSG00000272562.1,13
ENSG00000272579.1,3
ENSG00000272602.5,1
ENSG00000272606.1,41
ENSG00000272620.1,5
ENSG00000272645.2,12
ENSG00000272667.1,24
ENSG00000272677.1,24
ENSG00000272686.1,23
ENSG00000272690.5,3
ENSG00000272716.1,1
ENSG00000272758.5,2
ENSG00000272763.1,12
ENSG00000272767.1,30
ENSG00000272769.1,1
ENSG00000272779.1,2
ENSG00000272870.1,131
ENSG00000272886.5,22
ENSG00000272888.5,131
ENSG00000272892.1,14
ENSG00000272916.5,5
ENSG00000273017.1,1
ENSG00000273107.1,4
ENSG00000273111.5,1
ENSG00000273117.1,36
ENSG00000273143.1,23
ENSG00000273145.1,52
ENSG00000273247.5,1
ENSG00000273271.1,21
ENSG00000273299.1,8
ENSG00000273301.1,17
ENSG00000273314.1,24
ENSG00000273338.1,6
ENSG00000273344.1,32
ENSG00000273391.1,10
ENSG00000273448.1,36
ENSG00000273472.1,1
ENSG00000273565.1,16
ENSG00000273615.1,16
ENSG00000273619.1,20
ENSG00000273702.1,15
ENSG00000273727.1,1
ENSG00000273749.4,19
ENSG00000273841.4,5
ENSG00000273989.1,22
ENSG00000273998.1,11
ENSG00000274026.1,3
ENSG00000274104.1,1
ENSG00000274210.1,7
ENSG00000274213.1,17
ENSG00000274253.4,6
ENSG00000274265.4,55
ENSG00000274267.1,16
ENSG00000274272.1,3
ENSG00000274276.4,1
ENSG00000274372.4,4
ENSG00000274428.1,13
ENSG00000274460.1,10
ENSG00000274523.4,39
ENSG00000274602.4,1
ENSG00000274605.1,16
ENSG00000274642.1,21
ENSG00000274667.1,2
ENSG00000274719.1,14
ENSG00000275004.3,6
ENSG00000275016.4,9
ENSG00000275029.1,4
ENSG00000275052.4,10
ENSG00000275400.1,30
ENSG00000275457.1,10
ENSG00000275479.1,9
ENSG00000275700.4,12
ENSG00000275765.4,24
ENSG00000275835.4,10
ENSG00000275895.4,10
ENSG00000276026.1,6
ENSG00000276043.4,2
ENSG00000276045.1,34
ENSG00000276131.1,11
ENSG00000276180.1,34
ENSG00000276216.1,12
ENSG00000276234.4,3
ENSG00000276272.1,1
ENSG00000276291.4,32
ENSG00000276390.1,14
ENSG00000276476.2,52
ENSG00000276517.1,2
ENSG00000276529.1,2
ENSG00000276778.1,3
ENSG00000276805.1,1
ENSG00000276840.1,1
ENSG00000276855.1,4
ENSG00000276957.1,23
ENSG00000276966.1,19
ENSG00000276967.1,38
ENSG00000276988.1,1
ENSG00000277064.1,1
ENSG00000277075.1,1
ENSG00000277112.2,18
ENSG00000277443.1,64
ENSG00000277462.1,9
ENSG00000277738.1,58
ENSG00000277749.1,16
ENSG00000277782.1,46
ENSG00000277791.4,624
ENSG00000277972.1,9
ENSG00000277991.4,1
ENSG00000277998.1,3
ENSG00000278023.4,5
ENSG00000278053.4,1
ENSG00000278129.1,12
ENSG00000278133.1,3
ENSG00000278238.1,33
ENSG00000278311.4,61
ENSG00000278910.3,55
ENSG00000278931.1,80
ENSG00000278932.3,5
ENSG00000278943.1,1
ENSG00000278970.1,38
ENSG00000279010.1,1
ENSG00000279019.1,2
